Ketchen,
X,Y
0.05787658660530781,2.025362559728048
0.10803513873672832,1.7803366450542433
0.2346109041084803,1.5147076252446212
0.4975790809468612,1.3711796452016665
0.7777697481955121,1.2939342608464404
1.0156239611727944,1.2627152449970083
1.5169666679192817,1.241028146255308
2.018361406358851,1.2346470372286766
2.511257634928298,1.2282876080741625
3.0211508832379907,1.2218848191754135
3.522614997268336,1.23591169643554
4.032490901680335,1.2244069109651012
5.00132102687437,1.221935405543688
